brickname,brickid,coverage_class_exact_indicator
0044m655,29805,required
0044m687,22514,required
0044m755,10570,required
0044m787,6383,required
0044m820,3242,required
0045m417,110463,required
0045m420,109389,required
0045m422,108319,required
0045m425,107255,required
0045m427,106195,required
0045m462,91800,required
0045m465,90806,required
0045m467,89816,required
0045m470,88830,required
0045m472,87850,required
0045m505,75525,required
0045m507,74611,required
0045m510,73701,required
0045m512,72797,required
0045m545,61484,required
0045m547,60650,required
0045m550,59820,required
0045m552,58996,required
0045m585,48753,required
0045m587,48003,required
0045m620,38736,required
0045m622,38062,required
0045m625,37394,required
0045m657,29209,required
0045m660,28619,required
0045m690,21994,required
0045m692,21480,required
0045m757,10212,required
0045m790,6105,required
0045m822,3044,required
0045m855,1031,required
0046m392,121424,required
0046m395,120310,required
0046m430,105139,required
0046m432,104087,required
0046m435,103039,required
0046m437,101995,required
0046m440,100955,required
0046m475,86874,required
0046m477,85902,required
0046m482,83974,required
0046m485,83016,required
0046m515,71897,required
0046m517,71003,required
0046m520,70113,required
0046m522,69227,required
0046m555,58176,required
0046m557,57362,required
0046m560,56554,required
0046m592,46517,required
0046m595,45783,required
0046m597,45053,required
0046m627,36730,required
0046m630,36072,required
0046m632,35420,required
0046m662,28035,required
0046m665,27457,required
0046m695,20972,required
0046m697,20470,required
0046m730,14483,required
0046m760,9860,required
0046m762,9514,required
0046m792,5833,required
0046m825,2852,required
0047m397,119200,required
0047m400,118094,required
0047m402,116992,required
0047m405,115894,required
0047m407,114800,required
0047m410,113710,required
0047m442,99921,required
0047m445,98891,required
0047m447,97865,required
0047m452,95825,required
0047m487,82064,required
0047m490,81116,required
0047m492,80172,required
0047m495,79234,required
0047m525,68347,required
0047m527,67471,required
0047m530,66601,required
0047m532,65735,required
0047m562,55750,required
0047m565,54952,required
0047m567,54158,required
0047m570,53370,required
0047m600,44329,required
0047m602,43611,required
0047m637,34134,required
0047m667,26885,required
0047m670,26319,required
0047m700,19974,required
0047m702,19484,required
0047m732,14063,required
0047m765,9174,required
0047m795,5567,required
0048m412,112624,required
0048m415,111542,required
0048m417,110464,required
0048m420,109390,required
0048m422,108320,required
0048m455,94813,required
0048m457,93805,required
0048m460,92801,required
0048m462,91801,required
0048m497,78300,required
0048m500,77370,required
0048m502,76446,required
0048m505,75526,required
0048m535,64875,required
0048m537,64019,required
0048m540,63169,required
0048m572,52588,required
0048m575,51810,required
0048m577,51038,required
0048m605,42899,required
0048m607,42191,required
0048m610,41489,required
0048m672,25759,required
0048m675,25205,required
0048m735,13651,required
0048m767,8840,required
0048m797,5307,required
0048m827,2666,required
0049m392,121425,required
0049m425,107256,required
0049m427,106196,required
0049m430,105140,required
0049m432,104088,required
0049m467,89817,required
0049m472,87851,required
0049m507,74612,required
0049m510,73702,required
0049m512,72798,required
0049m542,62325,required
0049m545,61485,required
0049m547,60651,required
0049m550,59821,required
0049m580,50272,required
0049m612,40793,required
0049m615,40103,required
0049m617,39417,required
0049m645,32244,required
0049m647,31626,required
0049m677,24655,required
0049m680,24111,required
0049m740,12845,required
0049m770,8512,required
0049m800,5053,required
0049m857,921,required
0050m395,120311,required
0050m397,119201,required
0050m400,118095,required
0050m402,116993,required
0050m405,115895,required
0050m437,101996,required
0050m440,100956,required
0050m442,99922,required
0050m445,98892,required
0050m447,97866,required
0050m477,85903,required
0050m480,84937,required
0050m482,83975,required
0050m485,83017,required
0050m515,71898,required
0050m517,71004,required
0050m520,70114,required
0050m522,69228,required
0050m552,58997,required
0050m555,58177,required
0050m557,57363,required
0050m585,48754,required
0050m590,47258,required
0050m620,38737,required
0050m622,38063,required
0050m650,31014,required
0050m655,29806,required
0050m682,23573,required
0050m685,23041,required
0050m742,12451,required
0050m772,8190,required
0050m802,4805,required
0050m830,2486,required
0050m887,80,required
0051m407,114801,required
0051m410,113711,required
0051m415,111543,required
0051m417,110465,required
0051m420,109391,required
0051m450,96844,required
0051m452,95826,required
0051m455,94814,required
0051m457,93806,required
0051m487,82065,required
0051m490,81117,required
0051m492,80173,required
0051m495,79235,required
0051m525,68348,required
0051m527,67472,required
0051m530,66602,required
0051m532,65736,required
0051m560,56555,required
0051m562,55751,required
0051m565,54953,required
0051m592,46518,required
0051m595,45784,required
0051m597,45054,required
0051m625,37395,required
0051m627,36731,required
0051m630,36073,required
0051m657,29210,required
0051m660,28620,required
0051m687,22515,required
0051m690,21995,required
0051m745,12063,required
0051m747,11681,required
0051m775,7874,required
0051m832,2312,required
0051m860,817,required
0052m422,108321,required
0052m425,107257,required
0052m427,106197,required
0052m430,105141,required
0052m462,91802,required
0052m465,90808,required
0052m467,89818,required
0052m470,88832,required
0052m497,78301,required
0052m500,77371,required
0052m502,76447,required
0052m505,75527,required
0052m535,64876,required
0052m537,64020,required
0052m540,63170,required
0052m567,54159,required
0052m570,53371,required
0052m572,52589,required
0052m600,44330,required
0052m602,43612,required
0052m632,35421,required
0052m635,34775,required
0052m662,28036,required
0052m665,27458,required
0052m692,21481,required
0052m777,7564,required
0052m805,4563,required
0053m395,120312,required
0053m397,119202,required
0053m400,118096,required
0053m432,104089,required
0053m437,101997,required
0053m440,100957,required
0053m442,99923,required
0053m507,74613,required
0053m510,73703,required
0053m512,72799,required
0053m542,62326,required
0053m545,61486,required
0053m547,60652,required
0053m577,51039,required
0053m605,42900,required
0053m607,42192,required
0053m610,41490,required
0053m637,34135,required
0053m667,26886,required
0053m695,20973,required
0053m697,20471,required
0053m752,10935,required
0053m780,7260,required
0053m807,4327,required
0053m835,2144,required
0054m407,114802,required
0054m410,113712,required
0054m412,112626,required
0054m415,111544,required
0054m445,98893,required
0054m450,96845,required
0054m452,95827,required
0054m480,84938,required
0054m482,83976,required
0054m485,83018,required
0054m487,82066,required
0054m515,71899,required
0054m517,71005,required
0054m520,70115,required
0054m522,69229,required
0054m552,58998,required
0054m555,58178,required
0054m582,49511,required
0054m585,48755,required
0054m612,40794,required
0054m615,40104,required
0054m645,32245,required
0054m670,26320,required
0054m672,25760,required
0054m700,19975,required
0054m730,14484,required
0054m755,10571,required
0054m782,6962,required
0054m810,4097,required
0055m417,110466,required
0055m420,109392,required
0055m422,108322,required
0055m425,107258,required
0055m455,94815,required
0055m457,93807,required
0055m460,92803,required
0055m462,91803,required
0055m490,81118,required
0055m492,80174,required
0055m495,79236,required
0055m497,78302,required
0055m525,68349,required
0055m530,66603,required
0055m560,56556,required
0055m562,55752,required
0055m590,47259,required
0055m592,46519,required
0055m620,38738,required
0055m647,31627,required
0055m650,31015,required
0055m675,25206,required
0055m677,24656,required
0055m702,19485,required
0055m757,10213,required
0055m785,6670,required
0055m862,719,required
0056m395,120313,required
0056m397,119203,required
0056m400,118097,required
0056m427,106198,required
0056m430,105142,required
0056m432,104090,required
0056m435,103042,required
0056m467,89819,required
0056m470,88833,required
0056m472,87853,required
0056m500,77372,required
0056m502,76448,required
0056m532,65737,required
0056m535,64877,required
0056m537,64021,required
0056m565,54954,required
0056m595,45785,required
0056m597,45055,required
0056m622,38064,required
0056m625,37396,required
0056m627,36732,required
0056m652,30409,required
0056m655,29807,required
0056m680,24112,required
0056m682,23574,required
0056m707,18523,required
0056m760,9861,required
0056m787,6384,required
0056m812,3873,required
0056m837,1984,required
0057m402,116995,required
0057m405,115897,required
0057m407,114803,required
0057m410,113713,required
0057m440,100958,required
0057m442,99924,required
0057m445,98894,required
0057m447,97868,required
0057m475,86877,required
0057m477,85905,required
0057m507,74614,required
0057m510,73704,required
0057m512,72800,required
0057m540,63171,required
0057m542,62327,required
0057m545,61487,required
0057m570,53372,required
0057m572,52590,required
0057m575,51812,required
0057m600,44331,required
0057m602,43613,required
0057m630,36074,required
0057m632,35422,required
0057m657,29211,required
0057m660,28621,required
0057m685,23042,required
0057m710,18051,required
0057m762,9515,required
0058m412,112627,required
0058m415,111545,required
0058m417,110467,required
0058m420,109393,required
0058m422,108323,required
0058m450,96846,required
0058m452,95828,required
0058m455,94816,required
0058m457,93808,required
0058m482,83977,required
0058m485,83019,required
0058m487,82067,required
0058m490,81119,required
0058m515,71900,required
0058m517,71006,required
0058m522,69230,required
0058m550,59823,required
0058m552,58999,required
